"Type","Question","Field","Year","Value","Label","Reversed"
"SelectOne","I am concerned about pollution where I fish for catfish","D8g",2002,999,"No Answer",FALSE
"SelectOne","I am satisfied with the size of catfish I catch in Nebraska","D8h",2002,1,"Strongly Disagree",FALSE
"SelectOne","I am satisfied with the size of catfish I catch in Nebraska","D8h",2002,2,"Disagree",FALSE
"SelectOne","I am satisfied with the size of catfish I catch in Nebraska","D8h",2002,3,"Neutral",FALSE
"SelectOne","I am satisfied with the size of catfish I catch in Nebraska","D8h",2002,4,"Agree",FALSE
"SelectOne","I am satisfied with the size of catfish I catch in Nebraska","D8h",2002,5,"Strongly Agree",FALSE
"SelectOne","I am satisfied with the size of catfish I catch in Nebraska","D8h",2002,999,"No Answer",FALSE
"SelectOne","I support regulations on catfish to increase their size","D8i",2002,1,"Strongly Disagree",FALSE
"SelectOne","I support regulations on catfish to increase their size","D8i",2002,2,"Disagree",FALSE
"SelectOne","I support regulations on catfish to increase their size","D8i",2002,3,"Neutral",FALSE
"SelectOne","I support regulations on catfish to increase their size","D8i",2002,4,"Agree",FALSE
"SelectOne","I support regulations on catfish to increase their size","D8i",2002,5,"Strongly Agree",FALSE
"SelectOne","I support regulations on catfish to increase their size","D8i",2002,999,"No Answer",FALSE
"SelectOne","I would fish in a lake with large channel catfish even if I was not allowed to use live-bait fish","D8j",2002,1,"Strongly Disagree",FALSE
"SelectOne","I would fish in a lake with large channel catfish even if I was not allowed to use live-bait fish","D8j",2002,2,"Disagree",FALSE
"SelectOne","I would fish in a lake with large channel catfish even if I was not allowed to use live-bait fish","D8j",2002,3,"Neutral",FALSE
"SelectOne","I would fish in a lake with large channel catfish even if I was not allowed to use live-bait fish","D8j",2002,4,"Agree",FALSE
"SelectOne","I would fish in a lake with large channel catfish even if I was not allowed to use live-bait fish","D8j",2002,5,"Strongly Agree",FALSE
"SelectOne","I would fish in a lake with large channel catfish even if I was not allowed to use live-bait fish","D8j",2002,999,"No Answer",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,1,"12 inches or less",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,2,"13- 16 inches",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,3,"17- 20 inches",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,4,"21-24 inches",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,5,"25-28 inches",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,6,"29- 32 inches",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,7,"Over 32 inches",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,8,"Did NOT catch a catfish",FALSE
"SelectOne","What is the largest flathead catfish you caught this year?","D9",2002,999,"No Answer",FALSE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2002,1,"Strongly Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2002,2,"Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2002,3,"Neutral",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2002,4,"Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2002,5,"Strongly Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2002,999,"No Answer",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2012,1,"Strongly Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2012,2,"Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2012,3,"Neutral",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2012,4,"Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2012,5,"Strongly Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2012,999,"No Answer",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2018,1,"Strongly Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2018,2,"Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2018,3,"Neutral",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2018,4,"Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2018,5,"Strongly Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2018,999,"No Answer",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2025,1,"Strongly Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2025,2,"Disagree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2025,3,"Neutral",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2025,4,"Agree",TRUE
"SelectOne","A fishing trip can be successful even if no fish are caught.","E1a",2025,5,"Strongly Agree",TRUE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2002,1,"Strongly Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2002,2,"Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2002,3,"Neutral",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2002,4,"Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2002,5,"Strongly Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2002,999,"No Answer",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2012,1,"Strongly Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2012,2,"Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2012,3,"Neutral",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2012,4,"Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2012,5,"Strongly Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2012,999,"No Answer",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2018,1,"Strongly Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2018,2,"Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2018,3,"Neutral",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2018,4,"Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2018,5,"Strongly Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip","E1b",2018,999,"No Answer",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip.","E1b",2025,1,"Strongly Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip.","E1b",2025,2,"Disagree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip.","E1b",2025,3,"Neutral",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip.","E1b",2025,4,"Agree",FALSE
"SelectOne","The bigger the fish I catch, the better the fishing trip.","E1b",2025,5,"Strongly Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2002,1,"Strongly Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2002,2,"Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2002,3,"Neutral",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2002,4,"Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2002,5,"Strongly Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2002,999,"No Answer",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2012,1,"Strongly Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2012,2,"Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2012,3,"Neutral",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2012,4,"Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2012,5,"Strongly Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2012,999,"No Answer",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2018,1,"Strongly Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2018,2,"Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2018,3,"Neutral",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2018,4,"Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2018,5,"Strongly Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit","E1c",2018,999,"No Answer",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit.","E1c",2025,1,"Strongly Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit.","E1c",2025,2,"Disagree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit.","E1c",2025,3,"Neutral",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit.","E1c",2025,4,"Agree",FALSE
"SelectOne","I'm happiest with a fishing trip if I catch at least the limit.","E1c",2025,5,"Strongly Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2002,1,"Strongly Disagree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2002,2,"Disagree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2002,3,"Neutral",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2002,4,"Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2002,5,"Strongly Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2002,999,"No Answer",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2012,1,"Strongly Disagree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2012,2,"Disagree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2012,3,"Neutral",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2012,4,"Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2012,5,"Strongly Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2012,999,"No Answer",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2018,1,"Strongly Disagree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2018,2,"Disagree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2018,3,"Neutral",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2018,4,"Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2018,5,"Strongly Agree",FALSE
"SelectOne","I want to keep all the fish I catch","E1d",2018,999,"No Answer",FALSE
"SelectOne","I want to keep all the fish I catch.","E1d",2025,1,"Strongly Disagree",FALSE
"SelectOne","I want to keep all the fish I catch.","E1d",2025,2,"Disagree",FALSE
"SelectOne","I want to keep all the fish I catch.","E1d",2025,3,"Neutral",FALSE
"SelectOne","I want to keep all the fish I catch.","E1d",2025,4,"Agree",FALSE
"SelectOne","I want to keep all the fish I catch.","E1d",2025,5,"Strongly Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2002,1,"Strongly Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2002,2,"Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2002,3,"Neutral",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2002,4,"Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2002,5,"Strongly Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2002,999,"No Answer",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2012,1,"Strongly Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2012,2,"Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2012,3,"Neutral",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2012,4,"Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2012,5,"Strongly Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2012,999,"No Answer",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2018,1,"Strongly Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2018,2,"Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2018,3,"Neutral",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2018,4,"Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2018,5,"Strongly Agree",FALSE
"SelectOne","The more fish I catch, the happier I am","E1e",2018,999,"No Answer",FALSE
"SelectOne","The more fish I catch, the happier I am.","E1e",2025,1,"Strongly Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am.","E1e",2025,2,"Disagree",FALSE
"SelectOne","The more fish I catch, the happier I am.","E1e",2025,3,"Neutral",FALSE
"SelectOne","The more fish I catch, the happier I am.","E1e",2025,4,"Agree",FALSE
"SelectOne","The more fish I catch, the happier I am.","E1e",2025,5,"Strongly Agree",FALSE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2002,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2002,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2002,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2002,4,"Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2002,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2002,999,"No Answer",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2012,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2012,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2012,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2012,4,"Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2012,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2012,999,"No Answer",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2018,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2018,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2018,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2018,4,"Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2018,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch","E1f",2018,999,"No Answer",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch.","E1f",2025,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch.","E1f",2025,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch.","E1f",2025,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch.","E1f",2025,4,"Agree",TRUE
"SelectOne","I'm just as happy if I release all the fish I catch.","E1f",2025,5,"Strongly Agree",TRUE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2002,1,"Strongly Disagree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2002,2,"Disagree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2002,3,"Neutral",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2002,4,"Agree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2002,5,"Strongly Agree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2002,999,"No Answer",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2012,1,"Strongly Disagree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2012,2,"Disagree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2012,3,"Neutral",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2012,4,"Agree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2012,5,"Strongly Agree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2012,999,"No Answer",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2018,1,"Strongly Disagree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2018,2,"Disagree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2018,3,"Neutral",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2018,4,"Agree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2018,5,"Strongly Agree",FALSE
"SelectOne","If I thought I wouldn't catch any fish, I would not go fishing","E1g",2018,999,"No Answer",FALSE
"SelectOne","If I thought I wouldn’t catch any fish, I would not go fishing.","E1g",2025,1,"Strongly Disagree",FALSE
"SelectOne","If I thought I wouldn’t catch any fish, I would not go fishing.","E1g",2025,2,"Disagree",FALSE
"SelectOne","If I thought I wouldn’t catch any fish, I would not go fishing.","E1g",2025,3,"Neutral",FALSE
"SelectOne","If I thought I wouldn’t catch any fish, I would not go fishing.","E1g",2025,4,"Agree",FALSE
"SelectOne","If I thought I wouldn’t catch any fish, I would not go fishing.","E1g",2025,5,"Strongly Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2002,1,"Strongly Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2002,2,"Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2002,3,"Neutral",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2002,4,"Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2002,5,"Strongly Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2002,999,"No Answer",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2012,1,"Strongly Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2012,2,"Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2012,3,"Neutral",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2012,4,"Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2012,5,"Strongly Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2012,999,"No Answer",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2018,1,"Strongly Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2018,2,"Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2018,3,"Neutral",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2018,4,"Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2018,5,"Strongly Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish","E1h",2018,999,"No Answer",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish.","E1h",2025,1,"Strongly Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish.","E1h",2025,2,"Disagree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish.","E1h",2025,3,"Neutral",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish.","E1h",2025,4,"Agree",FALSE
"SelectOne","I am the happiest with a fishing trip if I catch a challenging game fish.","E1h",2025,5,"Strongly Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2002,1,"Strongly Disagree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2002,2,"Disagree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2002,3,"Neutral",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2002,4,"Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2002,5,"Strongly Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2002,999,"No Answer",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2012,1,"Strongly Disagree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2012,2,"Disagree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2012,3,"Neutral",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2012,4,"Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2012,5,"Strongly Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2012,999,"No Answer",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2018,1,"Strongly Disagree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2018,2,"Disagree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2018,3,"Neutral",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2018,4,"Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2018,5,"Strongly Agree",FALSE
"SelectOne","I usually eat the fish I catch","E1i",2018,999,"No Answer",FALSE
"SelectOne","I usually eat the fish I catch.","E1i",2025,1,"Strongly Disagree",FALSE
"SelectOne","I usually eat the fish I catch.","E1i",2025,2,"Disagree",FALSE
"SelectOne","I usually eat the fish I catch.","E1i",2025,3,"Neutral",FALSE
"SelectOne","I usually eat the fish I catch.","E1i",2025,4,"Agree",FALSE
"SelectOne","I usually eat the fish I catch.","E1i",2025,5,"Strongly Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2002,1,"Strongly Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2002,2,"Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2002,3,"Neutral",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2002,4,"Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2002,5,"Strongly Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2002,999,"No Answer",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2012,1,"Strongly Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2012,2,"Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2012,3,"Neutral",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2012,4,"Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2012,5,"Strongly Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2012,999,"No Answer",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2018,1,"Strongly Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2018,2,"Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2018,3,"Neutral",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2018,4,"Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2018,5,"Strongly Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish","E1j",2018,999,"No Answer",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish.","E1j",2025,1,"Strongly Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish.","E1j",2025,2,"Disagree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish.","E1j",2025,3,"Neutral",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish.","E1j",2025,4,"Agree",FALSE
"SelectOne","I would rather catch one or two big fish than ten smaller fish.","E1j",2025,5,"Strongly Agree",FALSE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2002,1,"Strongly Disagree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2002,2,"Disagree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2002,3,"Neutral",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2002,4,"Agree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2002,5,"Strongly Agree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2002,999,"No Answer",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2012,1,"Strongly Disagree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2012,2,"Disagree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2012,3,"Neutral",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2012,4,"Agree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2012,5,"Strongly Agree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2012,999,"No Answer",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2018,1,"Strongly Disagree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2018,2,"Disagree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2018,3,"Neutral",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2018,4,"Agree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2018,5,"Strongly Agree",TRUE
"SelectOne","When I go fishing, I'm just as happy if I don't catch a fish","E1k",2018,999,"No Answer",TRUE
"SelectOne","When I go fishing, I’m just as happy if I don’t catch a fish.","E1k",2025,1,"Strongly Disagree",TRUE
"SelectOne","When I go fishing, I’m just as happy if I don’t catch a fish.","E1k",2025,2,"Disagree",TRUE
"SelectOne","When I go fishing, I’m just as happy if I don’t catch a fish.","E1k",2025,3,"Neutral",TRUE
"SelectOne","When I go fishing, I’m just as happy if I don’t catch a fish.","E1k",2025,4,"Agree",TRUE
"SelectOne","When I go fishing, I’m just as happy if I don’t catch a fish.","E1k",2025,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2002,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2002,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2002,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2002,4,"Agree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2002,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2002,999,"No Answer",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2012,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2012,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2012,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2012,4,"Agree",TRUE
