ID,A1_2025,A2,A3_2025,A11,A12,A5,A13,A13a,A4pond,A4lr,A4sand,A4mo,A4plat,A4riv,A6bank,A6wade,A6boat,A6kayak,A6tube,A6craft,A6ice,A6othr,A7rod,A7fly,A7snag,A7sp,A7uw,A7arch,A7set,A7othr,Q11,A14pub,A14priv,A8,A9,A10,Q16,E7,Q18a,Q18b,Q18c,D4oga,D4tr,D4lrp,D4rsc,B1_2025,D4a_2025,D4b_2025,D4c_2025,D4d_2025,D4e_2025,D4f_2025,D4g_2025,D4h_2025,D4i_2025,D4j_2025,D4k_2025,D4l_2025,D4m_2025,C1jan_2025,C1feb_2025,C1mar_2025,C1apr_2025,C1may_2025,C1june_2025,C1july_2025,C1aug_2025,C1sept_2025,C1oct_2025,Q23_1,Q23_2,Q23_3,B2stb_no,B2stb_lrp,B2stb_rsc,B2wpr_no,B2wpr_lrp,B2wpr_rsc,B2whb_no,B2whb_lrp,B2whb_rsc,B2lmb_no,B2lmb_lrp,B2lmb_rsc,B2smb_no,B2smb_lrp,B2smb_rsc,B2sun_no,B2sun_lrp,B2sun_rsc,B2crp_no,B2crp_lrp,B2crp_rsc,B2ywp_no,B2ywp_lrp,B2ywp_rsc,B2wae_no,B2wae_lrp,B2wae_rsc,B2ntp_no,B2ntp_lrp,B2ntp_rsc,B2musk_no,B2musk_lrp,B2musk_rsc,B2ccf_no,B2ccf_lrp,B2ccf_rsc,B2bcf_no,B2bcf_lrp,B2bcf_rsc,B2fcf_no,B2fcf_lrp,B2fcf_rsc,B2bh_no,B2bh_lrp,B2bh_rsc,B2fwd_no,B2fwd_lrp,B2fwd_rsc,B2stur_no,B2stur_lrp,B2stur_rsc,B2carp_no,B2carp_lrp,B2carp_rsc,B2aCarp_no_2025,B2aCarp_lrp_2025,B2aCarp_rsc_2025,B2rbt_no,B2rbt_lrp,B2rbt_rsc,B2pdf_no,B2pdf_lrp,B2pdf_rsc,B2oth_no,B2oth_lrp,B2oth_rsc,B2any_no,B2any_lrp,B2any_rsc,B3stb,B3wpr,B3whb,B3lmb,B3smb,B3sun,B3crp,B3ywp,B3wae,B3ntp,B3musk,B3ccf,B3bcf,B3fcf,B3bh,B3fwd,B3stur,B3carp,B3aCarp_2025,B3rbt,B3pdf,B3oth,B3any,Q26,Q27,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,C2a,C2b,C2c,C2d,C2e,C2f,C2g,C2h,C2i,C2j,C2k,C2l,C2m,C2n,C2o,C2p,C2q,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q31_11,Q31_12,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E1i,E1j,E1k,E1l,E1m,E1n,E1o,E1p,E2,Q34,Age,E8,F2,F3,Q38,mode,Source,Condition
2657386,4,1, ,1, ,1, ,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2, , ,1,2,2,2,1, , ,1,2,2,2,2, ,2,3,1,4,3,3,3,3,2,2,3,3,3,2,2,12,12,3,3,1,1,3,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,1,3,1,4, , , , ,3, , , , , , , , , ,1,2,2,2,2,3,3,2,1,3,1,3,1,4,4,1,1,4,3,3,1,2,3,2,4,3,3,2,4,3,3,3,3,4,2,2,2,4,3,4,3,3,3,2,4,4,2,4,4,3,4,3,2,2,1954,72,68450,The beauty & the quiet,uniform Rules,"Burchard lake as 21 inch bass I don't want big fish thats best for breeding I want the 12"" to 14"" for eating throw big fish back Keep the teenage to young adult fish get rid of park entry fee should not have to pay to use public lands I don't fish public ands for that reason!",2,8,1
2659262,4,1, ,2, ,1, ,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,1,2,2,1, , ,1,2,2,2,1,7,4,3,4,4,3,3,2,2,3,3,3,3,2,12,12,12,8,7,7,6,8,5,6,3,3,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0, ,5, ,5, ,5,5,5, ,5, ,5, , , , , , , ,5, , , ,2, , , , , , , ,4,4,4,4,3,5,1,4,1,3,1,4,1,1,4,4,5,2,4,4,4,4,3,2,4,3,4,4,4,2,4,3,1,4,5,4,4,1,4,2,4,2,4,4,4,2,1998,28,68154,"Catching crappie, largemouth and pike", , ,1,6,1
2659823,13,1, ,1,1,2, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1, , ,1,2,2,2,2,7,4,1,5,5,5,4,2,2,2,3,3,3,3, , , , ,3,4, , , , ,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5, ,5, , , , , , , , , , , , , , , , ,2, , , , , , , ,5,4,5,2,5,5,2,2,1,4,1,1,4,1,5,1,5,4,5,4,5,3,3,4,5,4,5,4,4,5,4,1,1,3,5,3,2,1,5,5,5,4,3,1,1,2, , ,80219,There is enough small bodies of water to fish without a boat., , ,1,3,2
2659994,24,1, ,2, ,1, ,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,3,3,1,2,2, , ,1,2,2,2,2,9,3,3,4,4,4,3,2,3,4,4,4,4,3,12,12,7,9,11,11,10,11,8,12,3,4,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0, , , ,5, , ,2, ,1, , ,1,1,1, , , , , , , , , ,2, , , , , , , ,4,5,5,4,4,5,5,4,1,4,4,4,2,2,4,4,4,4,3,5,4,3,4,3,5,4,4,5,5,3,3,3,2,3,3,3,3,4,4,3,4,3,3,3,4,2,1960,66,33542, , , ,1,6,2
2660045,13,1, ,1,2,2, ,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,6,6,2,2,1, , ,1,2,2,2,1,14,3,1,5,5,5,3,3,4,3,3,2,3,5,12,12,12,12,12,12,3,12,2,12,2,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1, , , ,5,5,5, , , , , ,5, ,5, , , , , , , , ,5,2, , , , , , , ,3,5,3,3,5,4,2,5,1,3,1,3,2,3,5,3,5,5,5,3,5,1,5,3,4,5,3,3,2,4,4,3,1,3,5,1,3,1,4,3,5,4,3,1,3,2,1978,48,57501,High quality fishing.  Lots of shore access for those of us who have issues walking.  Thank you for that.,Introduce blue and flathead catfish further west and north west in the state., ,1,1,2
2660280,13,1, ,1,2,2, ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,7,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2
2660507,4,1, ,1,2,2, ,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,2,3,2,3,2,1, , ,1,2,2,2,1,5,2,2,4,5,5,5,2,3,2,3,2,3,5,10,10,10,10,10,10,10,10,10,10,5,3,3,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,4,1, ,5,5,3,2,4,1,5,5,1,1,1,1, , ,4,4,1, , ,3,1,40,2,2,2,4,4,4,3,3,4,4,5,1,3,5,1,4,5,4,4,5,5,4,5,3,4,4,3,4,4,3,4,5,3,3,5,4,5,4,3,4,5,2,5,4,3,2,4,4,4,4,4,2,1996,30,68108,The wide variety of fish we have around the local lakes to change up what you catch.,More fish and game officers I have been fishing for 3 years in Nebraska now and haven’t been approached by one let alone ever see a fish and game officer out at any public lakes,Need better management of waters. Need more enforcement for illegal fishing and illegal size limits being caught. I believe if Nebraska fish and game stocks a pond with my tax payer money I should be able to fish it. Example lonergan lake is a lake that is stocked by you guys but it is a private lake that we as the public cannot fish. I don’t think that’s right that I helped pay for those fish but don’t get the opportunity to catch them.,1,6,2
2660688,4,1, ,2, ,2, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,6,6,3,2,1, , ,1,2,2,2,2,9,3,3,1,1,3,4,4,4,4,4,4,4,4,12,12,1,1,2,7,5,5,5,5,3,4,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3, ,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2, , , , , , , ,4,4,4,4,3,4,4,4,1,1,3,3,2,1,5,4,4,3,3,1,1,4,1,4,4,2,3,4,5,4,2,2,2,4,4,5,1,4,2,1,3,2,2,2,4,2,1980,46,68516,Variety,Cleaner water and less illegal harvesting, ,1,6,2
2661168,4,1, ,2, ,2, ,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,1,1,2,1, , ,1, ,1, , ,12,4,2,4,4,4,2,4,1,5,5,5,5,1,12,12,12,3,4,2,12,12,12,12,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , , ,5, , , , , , , , , , , , , ,1, , , ,2, , , , , , , ,5,5,5,4,4,5,4,4,1,2,4,4,2,1,5,5,5,1,3,4,2,5,1,5,5,2,5,5,5,5,2,2,2,4,3,2,2,5,3,4,3,2,2,2,2,2,1992,34,68503,"beautiful views, well cared for waters",none at this time, ,1,3,2
2661544,4,1, ,1, ,2, ,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,6,2,2,2,1, , ,1,2,2,2,2,5,3,2,5,5,5,3,3,5,2,5,2,5,5,12,12,1,3,3,3,12,12,12,12,6,6,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,5,5,4,5,5, , ,5, , ,5, , , , , , , , , , , ,2, , , , , , , ,5,5,5,3,5,5,3,3,1,5,1,3,4,4,4,4,5,2,2,4,2,5,1,5,5,1,5,5,5,3,5,4,1,4,5,3,5,1,5,2,5,5,4,1,4,2,1966,60,68506,"Access to spillways, canals, moving water, Sandhills Lakes, Gravel pits.",Salt Valley Lakes need more structure/cover + less drunks,Is White Bass population in decline related to stocking hybrid stripers? Myself & others are Not Catching White bass as we did in the past. - Johnson Lake - Harlan County.,2,8,2
2662712,4,1, ,1,2,2, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, ,6,6,2,2,1, , ,1,2,2,2,2,8,3,3,4,4,3,3,3,4,3,3,3,3,4,12,12,12,12,12,2,12,12,1,12,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,5,3,5,3,2,4,3,1,1,2,1,5,2,1,2,5,5,3,4,3,3,4,3,4,4,3,4,4,3,5,3,1,1, ,5,2,2,1,2,4,5,1,1,2,2,1,1967,59,68134,It's usually not crowded.,More bank fishing. Not everybody has a boat.,It would be nice to have more State Game & Parks cabins near fishing. Ex. Lewis & Clark Lake & Burbach cabins. Thanks!,2,8,2
2662910,21,2,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,3,1,3,3,1,1,1,1,1,1,1,1,3,1,5,3,5,3,3,3,4,4,3,3,5,4,5,4,3,3,1,5,5,3,4,1,3,3,5,3,4,1,4,2,1953,73,68133,Many locations to fish, , ,2,8,2
2663835,4,1, ,2, ,2, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,3,2,1, , ,1,2,2,2,1,23, , , , , , , , , , , , , ,12,12,12,12,12,1,1,12,12,12,6,6,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , , , , ,4,4,4,4,1,4,4,4,1,4,2,4,4,1,4,4,4,3,5,3,3,4,3,3,3,3,3,3,3,4,2,2,1,1,5,1,3,3,4,5,5,3,2,2,2,2,1983,43,68106,It's where I live?, , ,1,3,2
2663923,4,1, ,1,1,2, ,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,1,1,2,1,2, , ,1, ,1,2,1,5,3,4,4,4,5,5,4,5,3,4,4,4,5,12,12,12,11,11,11,10,11,11,4,3,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0, , , ,4,5,5,5,5, , ,5,5, , , , , ,5,5,5, , , ,2, , , , , , , ,2,5,3,4,3,3,4,5,3,5,1,3,3,5,2,2,5,4,5,5,3,4,5,5,4,1,4,5,5,3,5,3,1,4,5,3,4,1,3,3,5,5,4,5,5,2,2005,21,68025,I like that im able to catch game fish here unfortunately they don't grow that big,Support fish for age and size, ,1,3,2
2664390,4,1, ,2, ,1, ,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1, , ,1,2,2,2,2, ,4,4,4,3,3,2,2,2,4,4,4,4,1,12,12,12,4,4,7,7,5,12,12,6,6,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , ,5,5,5, , , , , , , , , , , , , , , , , ,2, , , , , , , ,4,5,4,4,3,4,4,1,1,4,1,3,3,1,3,4,4,2,5,3,3,5,2,5,5,2,5,5,5,4,2,3,1,4,5,2,3,2, ,3,5,3,2,2,3,2,1959,67,68007, , , ,2,8,1
2664600,1,1, ,2, ,2, ,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,6,6,1,2,2, , ,1,2,2,2,2,9,4,3,3,4,3,2,3,2,4,3,4,3,2,12,12,12,12,12,12,1,12,12,12,6,6,6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0, , , , , , , , ,4, , , , , , , , , , , , , ,5,2, , , , , , , ,4,3,4,5,2,5,3,4,1,3,2,4,2,1,5,5,4,3,4,3,3,4,4,5,3,4,3,3,3,4,4,3,2,3,4,2,2,2,3,4,4,2,3,2,2,1,1987,39,68136,I love being out in nature and the beautiful surroundings while fishing.,None that I can think of,Merritt Reservoir is an amazing beautiful place to fish.,1,3,2
2665122,6,2,1,2, ,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1
2665423,13,1, ,1,2,2, ,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,6,5,3,2,2,0,1, ,2,2,1,1,4,4,4,4,4,4,2,2,3,4,4,4,4,4, , , , , ,3,4,5,3,2,3,3,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,4,4,5, ,5,5, , , , , , , , , , , , ,4, , ,5,2, , , , , , , ,4,3,4,1,3,4,4,4,1,4,2,4,4,1,4,2,3,3,4,2,2,3,2,3,4,1,4,5,5,4,4,2,1,4,5,4,4,1,3,3,5,4,3,1,4,2,1993,33,80734,Most places I go are very well kept up and taken care of compared to my home state,More widely stocked ponds and lakes with trout,I enjoy fishing in Nebraska I just wish the bigger lakes were less crowded.,1,4,2
2666287,7,1, ,2, ,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,4,2,1, , ,1,2,2,2,2,4,2,3,4,4,4,4,4,3,3,3,2,3,2, , , , ,2,2,2,2, , , ,6,6,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0, , , ,5,5,5,5, , , , , , , , , , , , , , , ,5,2, , , , , , , ,4,4,4,4,4,3,4,2,1,3,2,3,3,2,3,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,3,2,2,3,4,3,2,2,3,3,4,2,2,2,3,2,1958,68,68022,A wonderful family actvity with GrandChildren,We 100% bank fish. The weeds are very frustrating. The weeds along the entire lakes along the banks.,"- A sickle bar on a pontoon run along the lake edges is a great way to eliminate weeds. - With as many lakes around the Metro Areas, the sickle bar pontoon will be kept busy all season long & will pay for itself. Stocking of these lakes will improve the fshery (stocking often). I used these two management suggestions to quickly improve fishing in a Lake setting. Thank you for the opportunity to share. (signature)",2,8,1
2666779,4,1, ,2, ,2, ,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,4,3,3,2,1,0,0,1,2,2,2,2,4,3,2,3,3,4,2,3,4,3,3,3,3,4, , , , , ,10,10,10,9,8,3,4,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0, , , ,5, , , , ,4, , ,5, , , , , , , , , , , ,2, , , , , , , ,4,4,4,3,3,4,3,4,1,4,1,2,2,4,4,4,4,3,4,3,4,3,3,4,4,3,3,3,3,4,4,4,1,3,4,2,3,1,4,4,4,4,3,3,2,2,1974,52,68503,recreational time for myself or with family,more trash receptacles, ,1,3,1
2666925,7,1, ,1,1,2, ,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,2,2,2,2,1, , ,1,2,2,2,1,9,4,4,3,4,2,4,3,3,4,2,4,4,2,12,12,12,4,6,7,7,4,12,12,3,3,4,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,5,4,5, ,5, , ,4,3, , , , , , , , ,5, ,2, , , ,2, , , , , , , ,4,4,4,3,3,4,3,3,1,3,4,3,2,1,4,4,3,4,4,3,4,3,4,2,4,3,3,4,3,4,2,2,2,2,4,2,2,4,2,3,4,2,2,2,3,2,1990,36,68850,A lot of opportunities near me,Regulations are pretty complicated compared to other states,Obviously everyone wants to catch fish while fishing and I enjoy eating the fish I catch but I prefer to fish more often than to catch big limits and freeze the fillets. I would support creel limits to match higher success if keeping fish but lowering the total amount,1,6,2
2667372,4,1, ,2, ,2, ,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,3,1,2,1,7,1,1,2, , ,1,2,2,2,1,11,3,2,2,5,2,5,2,4,4,3,1,3,5,10,10,10,10,10,10,10,10,10,8,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5, ,5,5,1,7,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,1,5,2,5,2,5,5,2,4,5,5,4,4,3,3,5,5,2,4,2,4,4,4,4,4,2,3,2,2002,24,68847,Well its in nebraska haha and we have a little bit of everything here,Well we need to limit large mouth and small mouth bass to 3 fish a day thats about 12 on or a lil under and only 5 in freezer for the year we also need to maybe do a thing where some ponds u can keep fish and some u gotta catch and release and switch them every year or 2 to increase size and number I also feel like we need more musky ponds and tiger muskie, ,1,1,1
2667548,4,1, ,2, ,2, ,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2, , ,1,2,2,2,2,13,4,3,5,5,5,4,2,4,3,3,3,3,4,12,12,12,12,1,3,6,6,3,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0, , , ,5,5,5,5,5,5, , ,4,4,4, , , ,5,5, , , , ,2, , , , , , , ,5,5,5,5,3,4,4,5,1,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,5,4,4,5,5,2,1,4,5,1,1,2,4,5,5,4,3,2,3,2,1999,27,68522,Proximity to both contained water (lakes) and moving water (streams/rivers) and the variety of fish in each,"Stocking more variety  of fish in ponds closer to Lincoln, Ne and limiting the number of fish that can be kept to allow them to grow. Most fish stocked around Lincoln are quickly depleted from everyone keeping them after catch",Improve patrolling around public lakes to keep the areas clean and nuisances or non-licensed fishers from harvesting fish and depleting the population,1,2,1
2669011,21,1, ,1, ,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, ,1,1,2,2,1, , ,1,2,2,2,2, ,4,4,4,4,3,2,4,2,4,4,4,4,2, , , , ,2,2,2,2,2, ,4,1,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0, , , , , , , , , , , ,1,1,1, , , , ,1, , , ,1,2,0,6,6,6,6,6,6,3,3,3,3,3,3,3,1,1,3,1,1,3,1,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,4,4,4,2,4,2,3,2,2,4,2,2,2,2, , , , , , ,2,8,1
2669549,1,1, ,2, ,2, ,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,7,1,3,2,1, , ,1,2,1,2,1,4,1, ,4,5, ,4,3,3,3,3,2,4,4,12,12,12,12,12,1,1,12,12,12,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2, , , , , , , ,5,5,5,5,3,5,3,2,1,5,1,5,1,4,5,5,5,3,5,1,5,2,5,2,3,2,4,4,3,2,5,3,1,5,5,5,5,1,4,2,5,5,4,3,4,2,2006,20,68144,The quality and cleanliness of the areas of most of the parks. It is no fun fishing around a bunch of trash.,Increase regulations on anglers taking care of the space they are using. So many just go and trash the space they use with litter. Just pick it up., ,1,4,1
